image_name,image_path,has_bbox,predicted_class,predicted_class_name,true_label,true_label_name,prediction_correct,prediction_confidence,predicted_class_before_transform,topk_predictions,topk_confidences,explainer_result,explainer_name,model_name,explainer_params,processing_time,timestamp,iou,point_game,pixelprecisionrecall_precision,pixelprecisionrecall_recall,evaluation_metrics_json,experiment_name,config_name,prediction_correct_int
ILSVRC2012_val_00001319.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00001319.JPEG,True,674,mousetrap,952,fig,False,0.94220232963562,505,"[505, 503, 653, 773, 899, 550, 846, 725, 804, 901]","[0.9422023296356201, 0.023329338058829308, 0.01110985316336155, 0.007890569046139717, 0.006505533587187529, 0.0015642074868083, 0.001548359519802034, 0.0014095418155193329, 0.0013703557197004557, 0.0007136728381738067]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0167055949568748,1754348855.550804,0.0,1.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 1.0}",vgg16_grad,config_vgg16_grad_cam,0
ILSVRC2012_val_00009505.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00009505.JPEG,True,146,albatross,146,albatross,True,0.9099381566047668,205,"[205, 208, 209, 206, 256, 227, 210, 224, 220, 221]","[0.9099381566047668, 0.047096773982048035, 0.025923727080225945, 0.01162463054060936, 0.003063802607357502, 0.0013367183273658156, 0.0003754749777726829, 0.00035320845199748874, 0.00014006931451149285, 2.7316240448271856e-05]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0182581692934036,1754349051.9551487,0.0,1.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 1.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00007223.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00007223.JPEG,True,69,trilobite,69,trilobite,True,0.9991163611412048,154,"[154, 259, 261, 152, 155, 283, 204, 244, 200, 260]","[0.9991163611412048, 0.0007116612396202981, 0.00011982924479525536, 2.292300450790208e-05, 7.767960596538614e-06, 6.7286646299180575e-06, 4.726785846287385e-06, 2.3227132714964682e-06, 1.8264338450535433e-06, 1.703251882645418e-06]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0179463252425193,1754348995.9223952,0.0,1.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 1.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00005392.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00005392.JPEG,True,590,hand-held_computer,590,hand-held_computer,True,0.9977757334709167,795,"[795, 796, 792, 970, 746, 523, 462, 879, 840, 872]","[0.9977757334709167, 0.0012045524781569839, 0.0005981466383673251, 0.00010011756239691749, 6.039620711817406e-05, 5.6591998145449907e-05, 4.7636425733799115e-05, 3.285232014604844e-05, 2.954987940029241e-05, 2.2009486201568507e-05]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.017891839146614,1754348952.1082764,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00009167.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00009167.JPEG,True,2,great_white_shark,105,koala,False,0.5226050615310669,212,"[212, 169, 257, 132, 215, 222, 270, 134, 258, 173]","[0.5226050615310669, 0.30508530139923096, 0.05170239135622978, 0.029724720865488052, 0.014182447455823421, 0.010819708928465843, 0.00627807667478919, 0.006074825767427683, 0.004799253307282925, 0.00409246701747179]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.019486628472805,1754349042.911978,0.0,1.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 1.0}",vgg16_grad,config_vgg16_grad_cam,0
ILSVRC2012_val_00008941.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00008941.JPEG,True,632,loudspeaker,629,lipstick,False,0.3245756328105926,312,"[312, 311, 315, 308, 317, 316, 307, 318, 313, 303]","[0.32457563281059265, 0.2838823199272156, 0.1275167465209961, 0.08161468803882599, 0.039993543177843094, 0.033953312784433365, 0.023775748908519745, 0.021654630079865456, 0.012449685484170914, 0.006365557201206684]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0177220553159713,1754349037.3704178,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,0
ILSVRC2012_val_00003709.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00003709.JPEG,True,962,meat_loaf,962,meat_loaf,True,0.999991536140442,779,"[779, 874, 705, 654, 408, 468, 920, 609, 757, 829]","[0.9999915361404419, 4.7750022531545255e-06, 1.6551141470699804e-06, 1.369659003103152e-06, 3.6675217529591464e-07, 2.1814557271682133e-07, 6.416092901417869e-08, 1.6454523077413796e-08, 1.547352113107081e-08, 1.4318040975069835e-08]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0194574072957038,1754348911.6968265,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00003574.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00003574.JPEG,True,14,indigo_bunting,14,indigo_bunting,True,0.9999489784240724,150,"[150, 360, 356, 357, 296, 978, 337, 977, 359, 336]","[0.9999489784240723, 4.451249697012827e-05, 2.583050445537083e-06, 1.1298392337266705e-06, 7.903075243120838e-07, 4.0098609588312684e-07, 3.6862934393866453e-07, 2.100568963214755e-07, 1.938078924013098e-07, 1.237118141261817e-07]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0187521502375602,1754348908.4408922,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,1
ILSVRC2012_val_00000684.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000684.JPEG,True,946,cardoon,892,wall_clock,False,0.3401574492454529,647,"[647, 828, 758, 618, 659, 696, 503, 710, 845, 473]","[0.3401574492454529, 0.20910894870758057, 0.18039992451667786, 0.05742057412862778, 0.029763642698526382, 0.024944106116890907, 0.023906318470835686, 0.021182915195822716, 0.016471141949295998, 0.012271580286324024]","<ExplainerResult(accuracy=0.0, correct=0, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0162572041153907,1754348841.9196837,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}",vgg16_grad,config_vgg16_grad_cam,0
ILSVRC2012_val_00009038.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00009038.JPEG,True,758,reel,758,reel,True,0.9950646758079528,855,"[855, 650, 626, 773, 767, 686, 418, 563, 783, 711]","[0.9950646758079529, 0.004905286245048046, 2.5162004021694884e-05, 2.451899035804672e-06, 9.0181231371389e-07, 3.699445869642659e-07, 2.4834940859363996e-07, 2.314420584070831e-07, 1.8873328144763946e-07, 1.5666530828184477e-07]","<ExplainerResult(accuracy=0.03125, correct=1, total=32, attribution_shape=(32, 224, 224), probabilities_shape=(32, 1000), predictions_shape=(32,), confidence_shape=(32,), target_labels_shape=(32,), topk_predictions_shape=(32, 10), topk_confidences_shape=(32, 10))>",grad_cam,vgg16,"{'target_layer': 'features.28', 'relu_attributions': 'True', 'interpolate_mode': 'bilinear'}",0.0177922770380973,1754349039.6618626,0.0,1.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 1.0}",vgg16_grad,config_vgg16_grad_cam,1
