image_name,image_path,has_bbox,predicted_class,predicted_class_name,true_label,true_label_name,prediction_correct,prediction_confidence,predicted_class_before_transform,topk_predictions,topk_confidences,explainer_result,explainer_name,model_name,explainer_params,processing_time,timestamp,iou,point_game,pixelprecisionrecall_precision,pixelprecisionrecall_recall,evaluation_metrics_json
ILSVRC2012_val_00000001.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000001.JPEG,True,490,chain_mail,490,chain_mail,True,0.699339747428894,65,"[65, 58, 62, 57, 54, 68, 60, 67, 53, 390]","[0.699339747428894, 0.15987135469913483, 0.052943985909223557, 0.025281334295868874, 0.021862611174583435, 0.014195832423865795, 0.010093077085912228, 0.00441187946125865, 0.0038322005420923233, 0.0017139397095888853]","<ExplainerResult(accuracy=0.0, correct=0, total=16, attribution_shape=(16, 224, 224), probabilities_shape=(16, 1000), predictions_shape=(16,), confidence_shape=(16,), target_labels_shape=(16,), topk_predictions_shape=(16, 10), topk_confidences_shape=(16, 10))>",score_cam,vgg16,{'target_layer': 'features.28'},3.040197804570198,1754337743.533579,0.11279317697228144,0.0,0.2386107352277853,0.17621585609593604,"{""iou"": 0.11279317697228144, ""pixelprecisionrecall"": {""precision"": 0.2386107352277853, ""recall"": 0.17621585609593604}, ""point_game"": 0.0}"
ILSVRC2012_val_00000002.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000002.JPEG,True,361,skunk,361,skunk,True,0.5648900270462036,970,"[970, 795, 672, 915, 792, 872, 537, 796, 979, 764]","[0.5648900270462036, 0.427633672952652, 0.004612683784216642, 0.0010155474301427603, 0.000912102812435478, 0.0002516030799597502, 0.0001659154804656282, 0.00012380800035316497, 7.032844587229192e-05, 5.8690486184787005e-05]","<ExplainerResult(accuracy=0.0, correct=0, total=16, attribution_shape=(16, 224, 224), probabilities_shape=(16, 1000), predictions_shape=(16,), confidence_shape=(16,), target_labels_shape=(16,), topk_predictions_shape=(16, 10), topk_confidences_shape=(16, 10))>",score_cam,vgg16,{'target_layer': 'features.28'},3.040197804570198,1754337743.533579,0.5250107496058478,1.0,0.6551600786979074,0.7254901960784313,"{""iou"": 0.5250107496058478, ""pixelprecisionrecall"": {""precision"": 0.6551600786979074, ""recall"": 0.7254901960784313}, ""point_game"": 1.0}"
ILSVRC2012_val_00000003.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000003.JPEG,True,171,Italian_greyhound,171,Italian_greyhound,True,0.6152016520500183,230,"[230, 231, 169, 232, 157, 193, 160, 263, 264, 188]","[0.6152016520500183, 0.3844345211982727, 0.0002484796568751335, 5.107199103804305e-05, 2.1365862266975455e-05, 1.0330141776648816e-05, 9.129837962973397e-06, 6.662622126896167e-06, 2.6027557851193706e-06, 2.4433311409666203e-06]","<ExplainerResult(accuracy=0.0, correct=0, total=16, attribution_shape=(16, 224, 224), probabilities_shape=(16, 1000), predictions_shape=(16,), confidence_shape=(16,), target_labels_shape=(16,), topk_predictions_shape=(16, 10), topk_confidences_shape=(16, 10))>",score_cam,vgg16,{'target_layer': 'features.28'},3.040197804570198,1754337743.533579,0.19889158727193473,1.0,1.0,0.19889158727193473,"{""iou"": 0.19889158727193473, ""pixelprecisionrecall"": {""precision"": 1.0, ""recall"": 0.19889158727193473}, ""point_game"": 1.0}"
ILSVRC2012_val_00000004.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000004.JPEG,True,859,toaster,822,steel_drum,False,0.34315136075019836,968,"[968, 809, 967, 441, 504, 659, 925, 828, 572, 969]","[0.34315136075019836, 0.2498387098312378, 0.22396036982536316, 0.06852177530527115, 0.029366057366132736, 0.019551141187548637, 0.013975206762552261, 0.012711302377283573, 0.011050460860133171, 0.007497051265090704]","<ExplainerResult(accuracy=0.0, correct=0, total=16, attribution_shape=(16, 224, 224), probabilities_shape=(16, 1000), predictions_shape=(16,), confidence_shape=(16,), target_labels_shape=(16,), topk_predictions_shape=(16, 10), topk_confidences_shape=(16, 10))>",score_cam,vgg16,{'target_layer': 'features.28'},3.040197804570198,1754337743.533579,0.43736692049514597,1.0,0.6214871794871795,0.5961727666273121,"{""iou"": 0.43736692049514597, ""pixelprecisionrecall"": {""precision"": 0.6214871794871795, ""recall"": 0.5961727666273121}, ""point_game"": 1.0}"
ILSVRC2012_val_00000005.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000005.JPEG,True,296,ice_bear,297,sloth_bear,False,0.24609293043613434,431,"[431, 588, 520, 516, 765, 559, 533, 523, 492, 831]","[0.24609293043613434, 0.2441093623638153, 0.16600503027439117, 0.15322604775428772, 0.06106075644493103, 0.022116176784038544, 0.011228590272367, 0.010570278391242027, 0.008765919134020805, 0.005505687091499567]","<ExplainerResult(accuracy=0.0, correct=0, total=16, attribution_shape=(16, 224, 224), probabilities_shape=(16, 1000), predictions_shape=(16,), confidence_shape=(16,), target_labels_shape=(16,), topk_predictions_shape=(16, 10), topk_confidences_shape=(16, 10))>",score_cam,vgg16,{'target_layer': 'features.28'},3.040197804570198,1754337743.533579,0.17392113672323395,1.0,0.8877276326207443,0.1778327623398046,"{""iou"": 0.17392113672323395, ""pixelprecisionrecall"": {""precision"": 0.8877276326207443, ""recall"": 0.1778327623398046}, ""point_game"": 1.0}"
ILSVRC2012_val_00000006.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000006.JPEG,True,490,chain_mail,482,cassette_player,False,0.46993592381477356,65,"[65, 58, 57, 60, 52, 390, 54, 59, 53, 68]","[0.46993592381477356, 0.2983165979385376, 0.0810241773724556, 0.048012468963861465, 0.02702203579246998, 0.016971414908766747, 0.014275413006544113, 0.013524728827178478, 0.008745496161282063, 0.00587775744497776]","<ExplainerResult(accuracy=0.0, correct=0, total=16, attribution_shape=(16, 224, 224), probabilities_shape=(16, 1000), predictions_shape=(16,), confidence_shape=(16,), target_labels_shape=(16,), topk_predictions_shape=(16, 10), topk_confidences_shape=(16, 10))>",score_cam,vgg16,{'target_layer': 'features.28'},3.040197804570198,1754337743.533579,0.0,0.0,0.0,0.0,"{""iou"": 0.0, ""pixelprecisionrecall"": {""precision"": 0.0, ""recall"": 0.0}, ""point_game"": 0.0}"
ILSVRC2012_val_00000007.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000007.JPEG,True,13,junco,13,junco,True,0.9995372295379639,334,"[334, 102, 361, 362, 297, 337, 377, 375, 380, 338]","[0.9995372295379639, 0.0004382585175335407, 1.5459201677003875e-05, 2.044922894128831e-06, 1.8983913605552516e-06, 1.7006996131385677e-06, 1.6267964610960917e-06, 7.770539696139167e-07, 1.7859630929706327e-07, 1.4123052949344128e-07]","<ExplainerResult(accuracy=0.0, correct=0, total=16, attribution_shape=(16, 224, 224), probabilities_shape=(16, 1000), predictions_shape=(16,), confidence_shape=(16,), target_labels_shape=(16,), topk_predictions_shape=(16, 10), topk_confidences_shape=(16, 10))>",score_cam,vgg16,{'target_layer': 'features.28'},3.040197804570198,1754337743.533579,0.23690165958030449,0.0,0.3181232157657243,0.4812957157784744,"{""iou"": 0.23690165958030449, ""pixelprecisionrecall"": {""precision"": 0.3181232157657243, ""recall"": 0.4812957157784744}, ""point_game"": 0.0}"
ILSVRC2012_val_00000008.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000008.JPEG,True,909,wok,704,parking_meter,False,0.4411369860172272,434,"[434, 502, 852, 928, 929, 774, 934, 515, 709, 954]","[0.4411369860172272, 0.18902215361595154, 0.06491511315107346, 0.03388327732682228, 0.028820360079407692, 0.02560555562376976, 0.0239462498575449, 0.02069823443889618, 0.011411448009312153, 0.009725939482450485]","<ExplainerResult(accuracy=0.0, correct=0, total=16, attribution_shape=(16, 224, 224), probabilities_shape=(16, 1000), predictions_shape=(16,), confidence_shape=(16,), target_labels_shape=(16,), topk_predictions_shape=(16, 10), topk_confidences_shape=(16, 10))>",score_cam,vgg16,{'target_layer': 'features.28'},3.040197804570198,1754337743.533579,0.003298669350329867,0.0,0.005542508219821512,0.008082191780821918,"{""iou"": 0.003298669350329867, ""pixelprecisionrecall"": {""precision"": 0.005542508219821512, ""recall"": 0.008082191780821918}, ""point_game"": 0.0}"
ILSVRC2012_val_00000009.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000009.JPEG,True,599,honeycomb,599,honeycomb,True,0.7163950800895691,674,"[674, 335, 298, 12, 337, 338, 722, 987, 428, 912]","[0.7163950800895691, 0.05803510919213295, 0.03033226542174816, 0.02524631842970848, 0.01729501411318779, 0.013172890990972519, 0.01315403450280428, 0.009607297368347645, 0.00913336593657732, 0.007580698933452368]","<ExplainerResult(accuracy=0.0, correct=0, total=16, attribution_shape=(16, 224, 224), probabilities_shape=(16, 1000), predictions_shape=(16,), confidence_shape=(16,), target_labels_shape=(16,), topk_predictions_shape=(16, 10), topk_confidences_shape=(16, 10))>",score_cam,vgg16,{'target_layer': 'features.28'},3.040197804570198,1754337743.533579,0.0780003256798567,0.0,0.1474905060043108,0.1420381536028467,"{""iou"": 0.0780003256798567, ""pixelprecisionrecall"": {""precision"": 0.1474905060043108, ""recall"": 0.1420381536028467}, ""point_game"": 0.0}"
ILSVRC2012_val_00000010.JPEG,C:\Users\rahman\PycharmProjects\xai-eval-pipeline\data\extracted\validation_images\ILSVRC2012_val_00000010.JPEG,True,87,African_grey,164,bluetick,False,0.5035710334777832,153,"[153, 332, 204, 338, 154, 283, 265, 333, 903, 850]","[0.5035710334777832, 0.33156052231788635, 0.05261039733886719, 0.03369320183992386, 0.013628417626023293, 0.012045184150338173, 0.011677443981170654, 0.005456388462334871, 0.004787693731486797, 0.0047173528000712395]","<ExplainerResult(accuracy=0.0, correct=0, total=16, attribution_shape=(16, 224, 224), probabilities_shape=(16, 1000), predictions_shape=(16,), confidence_shape=(16,), target_labels_shape=(16,), topk_predictions_shape=(16, 10), topk_confidences_shape=(16, 10))>",score_cam,vgg16,{'target_layer': 'features.28'},3.040197804570198,1754337743.533579,0.36475601517434914,1.0,0.928684837258534,0.37526732249786143,"{""iou"": 0.36475601517434914, ""pixelprecisionrecall"": {""precision"": 0.928684837258534, ""recall"": 0.37526732249786143}, ""point_game"": 1.0}"
